objectnummer;instelling.naam;objectnaam;titel;beschrijving;vervaardiging.datum.begin;vervaardiging.datum.eind;vervaardiger;vervaardiger.rol;vervaardiging.plaats
1974-279-002;Het Huis van Alijn (Gent);lei;Zwarte lei met houten kader;"";"";"";"";"";""
1966-014-010;Het Huis van Alijn (Gent);leesplank;Leesplank Aap noot mies;"";"";"";"";"";""
1965-089-041;Het Huis van Alijn (Gent);stangpop;Paard van Pierke;Het paard van Pierke heeft een geschilderd zadel en mondstuk. De teugels zijn vervaardigd van een lint. Poppenkastpop uit Blauwbaard van het Spelleke van de Muide.;1922;1950;"";"";""
1974-242-001;Het Huis van Alijn (Gent);pennenbak;Houten pennendoos;"";"";"";"";"";""
1965-089-052;Het Huis van Alijn (Gent);stangpop;Rover of geus;Stangpop van een rover of geus. De pop draagt op het hoofd een zwarte puntmuts met een gele hoofddoek en een grijze halsdoek. Verder heeft de pop een zwarte jas en broek met een rood (nu geel) overkleed van katoen. Aan de armen en voeten werden beschermers van leer aangebracht. Poppenkastpop van het Spelleke van de Muide.;1922;1950;"";"";""
2007-150-693;Het Huis van Alijn (Gent);behendigheidsspel;Jokari jousport;"";"";"";onbekend;"";""
1974-114-007;Het Huis van Alijn (Gent);sierspeld;Sierspeld in de vorm van een vlinderdas;Sierspeld van git in de vorm van een vlinderdas. De speld bestaat uit twee vleugels. Rondom de knop wordt een lint uitgebeeld dat naar beneden hangt. De speld is gestileerd (geslepen) met langwerpige arceringen. Achteraan is een koperkleurige speld bevestigd.;1930;"";"";"";""
1999-230-001;Het Huis van Alijn (Gent);boek;Communieboekje als souvenir;"";"";"";"";"";""
2010-004-001;Het Huis van Alijn (Gent);schooltas;Blauwe boekentas;"";"";"";"";"";""
2007-119-181;Het Huis van Alijn (Gent);jarretelle;Zipper girdle Playtex;"";"";"";"";"";""
2007-150-691;Het Huis van Alijn (Gent)$Het Huis van Alijn (Gent);vuilblik$borstel;Speelgoed vuilblik en veegborstel;"";"";"";onbekend;"";""
2007-117-135;Het Huis van Alijn (Gent);bijzettafeltje;Bijzettafeltje;Bijzettafeltje met driehoekige vorm met afgeronde hoeken. Houten tafeldek met tafelblad van rode kunststof. Metalen onderstel met drie poten.;"";"";"";"";""
2007-119-002;Het Huis van Alijn (Gent);thermosfles;Gele thermosfles;"";"";"";"";"";""
2003-266;Het Huis van Alijn (Gent);foto;Groepsfoto poppenspelers Spelleke van de Muide, 1932;De vier poppenspelers van het Spelleke van de Muide Frans Casteels, Joris Vandenbroucke, Jules De Muynck en Gustaaf de Puydt poseren voor het tienjarig bestaan van hun spelleke.;1932;"";"";"";""
2007-119-212;Het Huis van Alijn (Gent);doos;Koekjesdoos in blik met Albert II en Paola;"";"";"";"";"";""
2000-016;Het Huis van Alijn (Gent);scheermes;Scheermes La Forge;"";"";"";"";"";""
2007-119-095;Het Huis van Alijn (Gent);weegschaal (meetinstrument);Personenweegschaal Soehnle;"";"";"";"";"";""
2007-119-033;Het Huis van Alijn (Gent);kinderstoel;Kinderstoel;"";"";"";"";"";""
2007-117-053;Het Huis van Alijn (Gent);productverpakking;Betterfood kindervoeding;Verpakking van Betterfood kindervoeding, in de verpakking zaten koeken. Voorzien van het opschrift: Betterfood kindervoeding - aliment pour enfants.;"";"";"";"";""
2007-059-004;Het Huis van Alijn (Gent);droger;Handdroger Moulinex;"";"";"";Moulinex;fabrikant;Frankrijk
1965-089-071;Het Huis van Alijn (Gent);stangpop;Agent Guillaume;Stangpop van agent Guillaume. Sjako in bruin pels. Zwart uniform met lange panden achteraan en vergulde epauletten. De agent draagt op het uniform zes gele knopen van stof en een witte riem. Kop met opgeplakte snor en een baardje van pels. Poppenkastpop van het Spelleke van de Muide.;1922;1950;"";"";""
1965-089-051;Het Huis van Alijn (Gent);stangpop;Rover of geus;Stangpop van een rover of geus. De pop draagt een zwarte pet, een streepjeshemd en een lange donkergrijze mantel uit een dikke stof. De pop heeft mouwversterkers van leer en een beige, dikke broek met zwarte strepen. De laarzen zijn eveneens van leer. Poppenkastpop van het Spelleke van de Muide.;"";"";"";"";""
1999-234;Het Huis van Alijn (Gent);kanon;Klein kanon bij schieting;De avond voor het huwelijk gingen vrienden en kennissen van het bruidspaar 'de bruid losschieten'. Ze maakten veel lawaai om het kwade te verdrijven en een goed huwelijk te bewerkstelligen.;"";"";"";"";""
1979-230-001;Het Huis van Alijn (Gent);schoolbord;Groot schoolbord;Groot schoolbord met telraam en tekeningen van gewichten, vervaardigd in hout met groen schrijfvlak en twee poten. Onderaan zijn Romeinse cijfers op kleine vakjes met metalen knopen van I tot X aangebracht. Daarboven staan cijfers van 1 tot 10. Het telraam bestaat uit parelrijen van blauwe, zwarte, witte en gele bolletjes. Tekst: 3e class millions cdu - 2e classe mille cdu - 1e classe unités simples cdu. Daaronder zijn negen cilindervormige uitsparingen voorzien. Vervolg tekst: Arithmomere par fmaa - gramme - litre - numérations des nombres entiers - décimètre -décimètre carré.;"";"";"";"";""
1996-158;Het Huis van Alijn (Gent);scapulier;Scapulier met grote beschermprenten;In een ovalen medaillon dat geflankeerd wordt door engeltjes staat een Maria met kind. Scapulieren werden gebruikt om kinderen te beschermen tegen ziekte en onheil.;"";"";"";"";""
1975-229;Het Huis van Alijn (Gent);tabakszak;Tabakszak uit varkensblaas;Tabakszak uit varkensblaas met rood boordlint en stukje been van een dier.;"";"";"";"";""
2010-003-106;Het Huis van Alijn (Gent);mixer (kookgerei);Handmixer;"";"";"";"";"";""
2005-054-029;Het Huis van Alijn (Gent);taartdoos;Taartdoos Temmerman;Taartdoos met oorvormig, scharnierend handvat uit gietijzer. Het grondvlak bestaat uit een cirkelvorm. De groene taartdoos is voorzien van een rood vlak waar in drukletters Temmerman staat geschreven. Deze werden door de bakkers gebruikt om taarten aan huis te leveren. Soms zijn deze taartdozen dubbelwandig. In de holle ruimte werden er grof zout en ijsblokken gestopt. Hierdoor ging de temperatuur dalen tot ongeveer -20°C.  Deze dubbele wand is dan ook voorzien van een soort van aflaat of stop zodat het gesmolten ijswater eruit kon. Deze soort taartdozen werden gebruikt om ijstaarten te vervoeren.;"";"";"";"";""
2007-118-038;Het Huis van Alijn (Gent);televisie;Draagbaar televisietoestel Teleton;"";"";"";"";"";""
2010-004-002;Het Huis van Alijn (Gent);schooltas;Boekentas;"";"";"";"";"";""
2010-055-037;Het Huis van Alijn (Gent);mattenklopper;Mattenklopper;"";"";"";"";"";""
1987-036-002;Het Huis van Alijn (Gent);vacuümtrekker;Conserveringstoestel Record;Toestel voor het sluiten van een glazen pot waar ingemaakte groenten in worden bewaard. Opschrift: Fermoir rapide des verres à conserves supprimant la cuisson au bain-marie.;"";"";"";"";""
2009-100-254;Het Huis van Alijn (Gent);radio-ontvanger;Pilot radio Major Maestro;"";1946;"";Pilot Radio Ltd.;fabrikant;Verenigd Koninkrijk
2004-247-292;Het Huis van Alijn (Gent);glasnegatief;Kind aan het spelen op het strand, Blankenberge;"";"";"";Vander Haeghen, Arnold;fotograaf;Gent
2004-247-310;Het Huis van Alijn (Gent);glasnegatief;Man springt over stoel, Blankenberge;"";"";"";Vander Haeghen, Arnold;fotograaf;Gent
1976-215-021;Het Huis van Alijn (Gent);nieuwjaarskaart;Nieuwjaarskaart voor het jaar 1857, gericht aan de inwoners van Gent, vanwege de stadswakers;"";1856;1857;"";"";""
1986-011-013;Het Huis van Alijn (Gent);nieuwjaarskaart;Nieuwjaarskaart Casino Gent, 1859;Nieuwjaarskaart voor het jaar 1859, gericht aan de voorzitters en de leden, Casino Gent, vanwege Ch. Syts en L. Van Leaucourt;1858;1859;"";"";""
1980-126-951;Het Huis van Alijn (Gent);postkaart;Mijne groeten uit Gent;"";1912;"";"";"";""
2007-150-072;Het Huis van Alijn (Gent);snelkookpan;Snelkookpan Miss Mary;"";"";"";"";"";""
2004-247-350;Het Huis van Alijn (Gent);glasnegatief;Dames op strandstoelen voor het Casino-Kursaal, Oostende;"";"";"";Vander Haeghen, Arnold;fotograaf;Gent
2012-051-004;Het Huis van Alijn (Gent);fiets;Rode plooifiets voor kind;"";"";"";onbekend;"";""
2010-082-007;Het Huis van Alijn (Gent);doos;Blikken doos Belgica;"";"";"";"";"";""
2010-079-007;Het Huis van Alijn (Gent)$Het Huis van Alijn (Gent);zwemvlies;Oranje zwemvliezen voor kinderen;"";"";"";onbekend;"";""
1985-116;Het Huis van Alijn (Gent);kinderstoel$po;Kinderstoel met pot en deksel;Kinderstoel van witgeverfd hout. De stoel heeft de vorm van een troon met aan de onderkant een opening om de po in te schuiven. Hoge rug. Bovenaan is aan weerszijden een accoladevormige uitsnijding aangebracht. Onder de boog bevindt zich een ovalen opening als handgreep. De zijpanelen komen tot op de grond en lopen opzij van boven naar onderen in een S-vorm. Het zitvlak versmalt naar achteren toe. De opening in het zitvlak is afgesloten met een los deksel waarin een dubbele vingergreep is uitgesneden.;"";"";"";"";""
2007-117-098;Het Huis van Alijn (Gent);waspoeder;Waspoeder OMO;Doos van karton met waspoeder, opschrift: OMO - Boite familiale - Familie doos - 2 voor 17,50 F.;"";"";"";"";""
1976-042-006;Het Huis van Alijn (Gent);foto;Lijkkoets tweede klasse;Foto van een lijkkoets voor volwassenen behorend tot de tweede klasse in de samenleving. De lijkkoets wordt getrokken door twee paarden die rouwkleden dragen. Naast de koets staan zogenaamde lijkbidders. De lijkkoets wordt voorafgegaan door een ceremoniemeester.;"";"";Sacré, Edmond;fotograaf;Gent
2007-148-066;Het Huis van Alijn (Gent);kan;Witte kan;"";"";"";onbekend;"";""
FO-00-00034;Het Huis van Alijn (Gent);digitale afbeelding;Bruidspaar Basiel en Augusta met familie, Sint-Niklaas, 1903;"";1903-07-17;"";"";"";""
1966-048-001;Het Huis van Alijn (Gent);haarwerk$lijst;Zwarte ruiker van haar als souvenir, ca. 1850;Dergelijke bloementuilen werden gemaakt als souvenir. Wat deze bloementuil zo bijzonder maakt, is dat de tuil samengesteld is uit mensenhaar. Van oudsher werden er belangrijke krachten aan haar toegekend. Om een tastbare herinnering aan de overledene bij zich te hebben werd vaak een plukje haar afgesneden en bijgehouden. Met het menselijk haar werden ware kunstwerkjes gemaakt. Men spreekt over haarschilderijen waarop veelal treurwilgen en cipressen te zien zijn, beiden zijn immers symbolen van de dood. Naast de schilderijen werden ook bloemenkransen gemaakt van menselijk haar. Omstreeks 1880 verdrong de fotografie de haarwerken als kostbare herinnering aan de overledene. Vandaag houden we nog steeds vast aan het gebruik om een herinnering bij te houden van een dierbare overledene.;1850;"";Gyselinck, J.;"";""
2013-061-001;Het Huis van Alijn (Gent);koekplank;Speculaasplank met afbeelding van Sinterklaas;Een speculaasplank met de afbeelding van Sinterklaas of Sint-Nicolaas, onderaan drie kinderen in een ton.;"";"";"";"";""
2000-123;Het Huis van Alijn (Gent);koffiemolen;Manuele koffiemolen;"";"";"";"";"";""
1990-003;Het Huis van Alijn (Gent);wafelijzer;Elektrisch wafelijzer;Elektrisch wafelijzer met reeksnummer: E 2-2 E 2 Bis.;1933;"";"";"";""
1996-182-001;Het Huis van Alijn (Gent);snijmachine (keukengerei);Snijmachine;"";"";"";"";"";""
2007-150-066;Het Huis van Alijn (Gent);frietsnijder;Frietsnijder;"";"";"";"";"";""
2007-150-446;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Brabant 1950;"";1950;"";"";"";""
2004-247-007;Het Huis van Alijn (Gent);glasnegatief;Leonie Souka met hond;Portretfoto van Leonie Souka met een hondje in haar armen. Souka's gezicht is in profiel gefotografeerd, het hondje kijkt recht in de camera.;1890;1900;Vander Haeghen, Arnold;fotograaf;Gent
2004-247-006;Het Huis van Alijn (Gent);glasnegatief;Leonie Souka met hond;Leonie Souka poseert op een brug voor de lens van haar man Arnold Vander Haeghen. Naast haar staat een hondje. Ze draagt een gestreept kleed in een lichte kleur, een witte parasol en een hoed.;1890;1900;Vander Haeghen, Arnold;fotograaf;Gent
1988-053-001;Het Huis van Alijn (Gent);theepot;Witte theepot met blauw motief;Theepot van email met blauwe versiering in de stijl van Kopenhaags porselein.;"";"";"";"";""
1965-113-001;Het Huis van Alijn (Gent);doos;Voedselhouder of porte-manger;"";"";"";onbekend;"";""
2007-150-746;Het Huis van Alijn (Gent);waspoeder;Wastrommel Pro-Dixan;"";"";"";"";"";""
1977-388-003;Het Huis van Alijn (Gent);foto;Lijkkoets voor kinderen vierde klasse;Foto van een lijkkoets voor kinderen behorend tot de vierde klasse in de samenleving. De lijkkoets wordt getrokken door twee paarden. Naast de koets staat een zogenaamde lijkbidder.;"";"";Sacré, Edmond;fotograaf;Gent
2007-117-036;Het Huis van Alijn (Gent);haarspeld;Vijf haarspelden van Ketty;"";"";"";"";"";""
2003-002-089-001;Het Huis van Alijn (Gent);plaat (plat object);Nummerplaat voor paardennummer bij Circus Demuynck. Nr. 6;Blauwgekleurde, ovale platen met daarop cijfers van één tot zes. De platen werden gebruikt bij een circusact met pony's in circus Demuynck. Van elke nummerplaat bestaan twee exemplaren. Bovenaan werd een gesp van leer voorzien. Circus Demuynck was vooral bekend omwille van de paardendressuur.;1950;"";"";"";""
1972-297;Het Huis van Alijn (Gent);bruidsboeket$lijst;Huwelijksboeket in kader, 1890;Ingelijste bruidsruiker met lint. Ovalen lijst in zwart gevernist hout. De buitenrand is versierd met naar elkaar gedraaide S-vormige motieven uitlopend op palmetten in koperverf. De binnenste, hoger gelegen rand heeft tongmotieven ter versiering. De bruidsruiker met witte bloempjes van was is onder een sterk gebombeerd glas vastgemaakt op rood fluweel. Links, rechts en onderaan is een klein takje aangebracht. Rond het boeket is een ivoorkleurige strik met neervallende linten met franjes van metaaldraad bevestigd. Op de linten staat de tekst: Michel - Virginie - Unis 14 mai 1890.;1890;"";"";"";""
2011-107-003;Het Huis van Alijn (Gent);productverpakking;Productverpakking Ovomaltine;"";"";"";"";"";""
FO-00-00019;Het Huis van Alijn (Gent);digitale afbeelding;Studioportret communicant, 1907;Begin 20e eeuw bestond de opdeling eerste communie en plechtige communie niet. Het vormsel vond plaats tussen de tien en veertien jaar.;1907-03-17;"";"";"";""
FO-20-00333;Het Huis van Alijn (Gent);digitale afbeelding;Dames rond tafel, Gent, ca. 1927-1929;"";1927;1929;"";"";""
FO-00-00007;Het Huis van Alijn (Gent);digitale afbeelding;Portret van een primus, Gent, 1905;"";1905;"";"";"";""
1977-058-045;Het Huis van Alijn (Gent);nieuwjaarskaart;Nieuwjaarskaart Maatschappij van de handbogen, Ledeberg, 1847;Nieuwjaarskaart voor het jaar 1847, gericht aan de heren van de Maatschappij van de handbogen te Ledeberg.;1846;1847;Snoeck-Ducaju en zoon;drukker;Gent
1973-118-010;Het Huis van Alijn (Gent);decorstuk;Speelgoedfornuis;"";"";"";onbekend;"";""
2003-305-002;Het Huis van Alijn (Gent);confituurpot;Confituurpot van Materne;Confituurpot gevuld met frambozenconfituur. De pot heeft een schroefdeksel met daarop de tekst: 450 gr. net Materne 1re qualité, surfine. Het papieren etiket op het lichaam heeft de afbeelding van een vrouw die vruchten plukt. Op de voorgrond staat een gemengde vruchtentros. Op dit etiket staat de tekst: Confiture materne - qualité surfine - extra fijne kwaliteit - Pur fruit et sucre - slechts suiker en fruit - R. C. Namur 32. Op de achterzijde zijn twee kleinere etiketten geplakt. Op het ronde etiket staat de tekst: verre facturé et repris jusque fin juin 1941 - 1.25 - glas in rekening gebracht en teruggenomen t/m einde juni 1941. Het rechthoekige etiket is voorzien van de tekst: Prix maximum de venteau détail - Maximum kleinverkoopprijs Fr. 6.80.;1941;"";Materne;fabrikant;België
1943-091;Het Huis van Alijn (Gent);hobbelpaard;Hobbelpaard van hout;Hobbelpaard van eikenhout met hoofdstuk, sierlijke manen en afgeknotte staart. Het zadel van leer is voorzien van gespen (singels). De onderzijde van het paard bestaat uit twee taps uitlopende schijfsegmenten. De gebeeldhouwde, decoratieve elementen kennen een fijne uitwerking: gestileerde manen, spieren en pezen.;1740;1770;Delvaux, Laurent;beeldhouwer;Gent
2013-025;Het Huis van Alijn (Gent);theelepel;Koffielepel Expo 58 brood;Een souvenir aan de Wereldtentoonstelling in 1958 in Brussel. Bij het aankopen van een Expo brood kon men punten verzamelen om zo lepeltjes en vorkjes te verzamelen.;1958;"";"";"";""
2007-150-696-002;Het Huis van Alijn (Gent)$Het Huis van Alijn (Gent);hark;Blauw-wit strandharkje;"";"";"";onbekend;"";""
1973-470-029;Het Huis van Alijn (Gent);miniatuur;Badkuip met spiegel voor in een poppenhuis;"";"";"";onbekend;"";""
2013-026;Het Huis van Alijn (Gent);kogelfles;Kogelfles F. Van Geem Oostende;"In een kogelflesje worden koolzuurhoudende dranken bewaard. Het is een herbruikbaar flesje met een glazen knikker. Het flesje kan geopend worden door de knikker naar beneden te drukken. De glazen knikker wordt door de druk van binnenuit op zijn plaats gehouden. 
Op de fles staat een afbeelding van een zwaan. Opschrift: F. Van Geem O.C., marque deposée Ostende, deze fles blijft overal mijn eigendom.";"";"";"";"";""
2013-005-004;Het Huis van Alijn (Gent);communieprent;Communieprent ter gelegenheid van eerste communie;Deze communieprent of popup-kaart kan geopend worden, binnenin wordt een communicant afgebeeld.;"";"";"";"";""
2013-041-002;Het Huis van Alijn (Gent);matras;Luchtmatras Fina;"";"";"";"";"";""
2013-043-001;Het Huis van Alijn (Gent);pers;Papieren brikettenpers;Een briket is een geperste vaste brandstof in de vorm van een kleine baksteen gemaakt van pulp. Papierafval is bruikbaar om brandbare briketten te maken voor in de haard.;"";"";"";"";""
2009-100-045;Het Huis van Alijn (Gent);wereldbol;Zwarte wereldbol;"";"";"";"";"";""
2008-309;Het Huis van Alijn (Gent);computer;Computer Radio Shack TRS-80 Model III Microcomputer;"";1980;"";"";"";""
2004-262-064;Het Huis van Alijn (Gent);fiets;Kinderfiets;Kinderfiets met frame van metaal en handvaten van kunststof. De twee wielen zijn voorzien van spaken en banden van versteend rubber. Aan de bovenzijde van het zadel zijn drie openingen aangebracht op een lijn.;"";"";"";"";""
1973-118-023;Het Huis van Alijn (Gent);miniatuur;Vuilnisblik;"";"";"";onbekend;"";""
2014-004-014;Het Huis van Alijn (Gent);foto;Brand Nieuw Circus, Gent, 1920;"";1920-12-12;"";"";"";""
2015-028-002;Het Huis van Alijn (Gent);kaars;Doopkaars, 1968;"";1968;"";onbekend;"";""
2015-032-002;Het Huis van Alijn (Gent);fonduestel;Oranje fonduestel;"";"";"";onbekend;"";""
2008-140-002;Het Huis van Alijn (Gent);mal;Mal voor snoepgoed Bloch;Mal voor snoepgoed afkomstig van de Gentse bakkerij Bloch.;"";"";"";"";""
2000-151;Het Huis van Alijn (Gent);wasbord;Wasbord in gegalvaniseerd metaal;"";"";"";onbekend;"";""
1965-089-091;Het Huis van Alijn (Gent);handpop;Draak;Handpop van een draak met grote bek en glazen ogen. Poppenkastpop van het Spelleke van de Muide.;1922;1950;"";"";""
2017-004-022;Het Huis van Alijn (Gent);beeldje;Taartdecoratie communicant;"";"";"";onbekend;"";""
2017-004-025;Het Huis van Alijn (Gent);beeldje;Taartdecoratie communicant;"";"";"";onbekend;"";""
2017-004-014;Het Huis van Alijn (Gent);beeldje;Beeldje van een bruidspaar;Het beeldje diende als taartversiering op de bruidstaart.;"";"";onbekend;"";""
2017-012-001;Het Huis van Alijn (Gent);doos;Opbergdoos voor kamp naar vakantiecentrum;Deze kartonnen doos werd gebruikt om op kamp te gaan met de Christelijke Mutualiteiten naar een vakantiecentrum.;"";"";"";"";""
2017-011-001;Het Huis van Alijn (Gent);doos;Roze doos Voor u Mama!;De roze doos met babyartikelen wordt geschonken aan de moeder bij de geboorte van een baby. De doos wordt geschonken door de Nationale Dienst voor Propaganda van Kinderartikelen, gevestigd in Brussel.;1984;"";"";"";""
2014-030-002;Het Huis van Alijn (Gent);krantenmand;Krantenhouder;"";"";"";"";"";""
2017-009-047;Het Huis van Alijn (Gent);letterplank;Letterdoos LMG;"";"";"";"";"";""
2002-059;Het Huis van Alijn (Gent);schoen;Witte communieschoentjes van merk Enema Nana;"";"";"";"";"";""
2017-002-054;Het Huis van Alijn (Gent);toiletartikel;Toiletgerei van Sabena;"";"";"";"";"";""
2017-024-001;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1908;"";1908;"";"";"";""
2017-024-003;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1909;"";1909;"";"";"";""
2017-024-004;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1910;"";1910;"";"";"";""
2017-024-005;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1911;"";1911;"";"";"";""
2017-024-007;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1915;"";1915;"";"";"";""
2017-024-010;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1913;"";1913;"";"";"";""
2017-024-016;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1919;"";1919;"";"";"";""
2017-024-018;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1921;"";1921;"";"";"";""
2017-024-020;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1923;"";1923;"";"";"";""
2017-024-021;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1928;"";1928;"";"";"";""
2017-024-028;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1941;"";1941;"";"";"";""
2017-024-033;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1942;"";1942;"";"";"";""
2017-024-038;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1943;"";1943;"";"";"";""
2017-024-039;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1978;"";1978;"";"";"";""
2017-024-043;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Brabant 1986;"";1986;"";"";"";""
2017-024-048;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1936;"";1936;"";"";"";""
2017-024-055;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1935;"";1935;"";"";"";""
2017-024-079;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1901;"";1901;"";"";"";""
1976-251;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor motorfiets 3EJ.59;"";"";"";"";"";""
1975-032-006;Het Huis van Alijn (Gent);nummerplaat;Nummerplaat voor fiets Oost-Vlaanderen 1961;"";1961;"";"";"";""
2017-024-083;Het Huis van Alijn (Gent);chocoladevorm;Mal in de vorm van een paasei;"";"";"";"";"";""
2014-027-003;Het Huis van Alijn (Gent);badkuip;Zinken bad;"";"";"";onbekend;"";""
1976-042-009;Het Huis van Alijn (Gent);foto;Lijkkoets eerste klasse;Foto van een lijkkoets voor volwassenen behorend tot de eerste klasse in de samenleving. De lijkkoets wordt getrokken door zes paarden die rouwkleden dragen.  Naast de koets staan zogenaamde lijkbidders. De lijkkoets wordt voorafgegaan door een ceremoniemeester.;"";"";Sacré, Edmond;fotograaf;Gent
1987-099-001;Het Huis van Alijn (Gent);verlostang;Verlostang met twee gebogen, lusvormige benen;Bij moeilijke bevallingen was dit instrument vaak van levensbelang. Aanvankelijk werd deze tang enkel bij de rijke bourgeoisie gebruikt. Het is ten verdienste van Jan Palfijn, een Gents chirurg, dat deze verlostang werd gepopulariseerd.;"";"";"";"";""
2008-141-036;Het Huis van Alijn (Gent);koffiefilter;Koffiefilter Bloch;Koffiefilter afkomstig van de Gentse bakkerij Bloch.;"";"";"";"";""
2008-141-039;Het Huis van Alijn (Gent);dessertcoupe;Dessertcoupe Bloch;Dessertcoupe afkomstig van de Gentse bakkerij Bloch.;"";"";"";"";""
2008-141-037;Het Huis van Alijn (Gent);kan;Kannetje Bloch;Kannetje afkomstig van de Gentse bakkerij Bloch.;"";"";"";"";""
AU-0006-0018;Het Huis van Alijn (Gent);geluidsfragment;Geluid van het schietkraam Gunsmoke;Opname van het schietkraam Gunsmoke in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0024;Het Huis van Alijn (Gent);geluidsfragment;Foorpanorama: geluiden op de kermis;Opname van een foorpanorama in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0020;Het Huis van Alijn (Gent);geluidsfragment;Geluid van het Spookkot;Opname van het Spookkot in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
2003-002-006-001;Het Huis van Alijn (Gent);mand;Mand voor draadnummer van Jeannine Minnaert;Gevlochten rieten manden. Voetmandjes voor draadnummer van draadloopster Jeannine uit circus Minnaert. Aan de binnenzijde werd een sandaal met gespen in leer bevestigd. Deze mandjes werden in een soort lichtopnemende emulsie gedompeld. Daardoor gaven de mandjes tijdens de eerste momenten van de act licht af in het donker, waardoor een mooi schouwspel ontstond.;1950;"";"";"";""
2003-002-031-001;Het Huis van Alijn (Gent);jongleerkegel;Jongleerkegel van jongleur Emilio;"";1920;"";"";"";""
1927-059;Het Huis van Alijn (Gent);fiets;Fiets naar het model van Ernest Michaux;De eerste fiets met trappers aan het voorwiel was een model van Philipp Moritz Fischer uit 1853. Deze fiets is een opvolger ervan, de 'velocipede' uitgevonden door Ernest Michaux in 1861. De velocipede of fiets is vervaardigd in metaal (inclusief zadel en banden), met houten wielen en stuurhandvaten. De pedalen bevinden zich rechtstreeks aan het voorwiel. De fiets heeft een smeedijzeren staander.;1861;"";"";"";""
2018-018-002;Het Huis van Alijn (Gent);document;Het Spelleke van de Muide, Mariakerke, 1940;Het Spelleke van de Muide speelt De Gestolen Prinses in de Zaal van het Patronaat te Mariakerke, met Pierke in de hoofdrol.;1940;"";"";"";""
2018-018-003;Het Huis van Alijn (Gent);document;Het Spelleke van de Muide, Aaigem, 1938;Het Spelleke van de Muide speelt De Gestolen Prinses in de Zaal van het Klooster te Aaigem, met in de hoofdrol Pierke.;1938;"";"";"";""
2018-018-004;Het Huis van Alijn (Gent);document;Het Spelleke van de Muide, Eekloo, 1939;Het Spelleke van de Muide speelt De Leeuw van Vlaanderen in Cinemazaal Gouden Leeuw te Eeklo, met Pierke in de hoofdrol.;1939;"";"";"";""
FO-0118-0001;Het Huis van Alijn (Gent);digitale afbeelding;Een blik achter de schermen van het Spelleke van de Muide, Gent, ca. 1940;Deze foto geeft een blik achter de schermen van het Spelleke van de Muide in Gent. Poppenspelers Frans Casteels, Oscar Vervaecke, Jules De Muynck en Gust De Puydt controleren de poppen voor de voorstelling.;1940;"";"";"";""
FO-0118-0002;Het Huis van Alijn (Gent);digitale afbeelding;Oprichter Joris Vandenbroucke van het Spelleke van de Muide, jaren 1930;Oprichter en wijkpastoor Joris Vandenbroucke poseert met twee poppen van het Spelleke van de Muide in Gent.;"";"";"";"";""
AU-0004-0042;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een View-Master Model G;Opname van een View-Master Model G in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
2007-150-088-001;Het Huis van Alijn (Gent);bus (houder);Voorraadpot Koffie;"";"";"";"";"";""
